tab	locations
location	age	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	citations
ECMB	1779	3	Ma	45.53728	45.51387	265.76964	265.7369	Intrusive	Diabase	Region	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
NWD1-4b_LP-DIR-AF27	NWD1-4b_LP-DIR-AF	NWD1-4b	1.2	122.8	-44.9	0.1	0	0	0	27	273	This study	hargrave 2018-10-06 12:45:01	LT-AF-Z:LP-DIR-AF	g	2661	u	4	273	pmagpy-4.2.17	1.62e-06	2.42e-08	1.02e-08	2.73e-08
NWD1-4b_LP-DIR-AF28	NWD1-4b_LP-DIR-AF	NWD1-4b	1.2	124.4	-44.3	0.11	0	0	0	28	273	This study	hargrave 2018-10-06 12:46:26	LT-AF-Z:LP-DIR-AF	g	2662	u	4	273	pmagpy-4.2.17	1.34e-06	2.1e-08	1.03e-08	2.2200000000000004e-08
NWD1-4b_LP-DIR-AF29	NWD1-4b_LP-DIR-AF	NWD1-4b	1.2	127.8	-45.4	0.12	0	0	0	29	273	This study	hargrave 2018-10-06 12:47:48	LT-AF-Z:LP-DIR-AF	g	2663	u	4	273	pmagpy-4.2.17	1.11e-06	1.84e-08	8.3e-09	1.72e-08
NWD1-4b_LP-DIR-AF30	NWD1-4b_LP-DIR-AF	NWD1-4b	1.2	132.9	-47.7	0.13	0	0	0	30	273	This study	hargrave 2018-10-06 12:49:12	LT-AF-Z:LP-DIR-AF	g	2664	u	4	273	pmagpy-4.2.17	8.94e-07	1.53e-08	8.09e-09	1.23e-08
NWD1-5b_LP-DIR-AF0	NWD1-5b_LP-DIR-AF	NWD1-5b	4.8	84.9	-38.8	0	0	0	0	0	273	This study	hargrave 2018-10-06 12:51:01	LT-NO:LP-DIR-AF	g	2665	u	4	273	pmagpy-4.2.17	0.000107	6.99e-06	8.77e-06	2.88e-06
NWD1-5b_LP-DIR-AF1	NWD1-5b_LP-DIR-AF	NWD1-5b	4.3	85.3	-38.9	0.001	0	0	0	1	273	This study	hargrave 2018-10-06 12:52:22	LT-AF-Z:LP-DIR-AF	g	2666	u	4	273	pmagpy-4.2.17	0.000106	6.09e-06	7.93e-06	2.77e-06
NWD1-5b_LP-DIR-AF2	NWD1-5b_LP-DIR-AF	NWD1-5b	4.6	85.6	-38.7	0.002	0	0	0	2	273	This study	hargrave 2018-10-06 12:53:42	LT-AF-Z:LP-DIR-AF	g	2667	u	4	273	pmagpy-4.2.17	0.000106	6.53e-06	8.5e-06	2.8999999999999998e-06
NWD1-5b_LP-DIR-AF3	NWD1-5b_LP-DIR-AF	NWD1-5b	5.8	86.5	-37.8	0.003	0	0	0	3	273	This study	hargrave 2018-10-06 12:55:03	LT-AF-Z:LP-DIR-AF	g	2668	u	4	273	pmagpy-4.2.17	0.000103	8.43e-06	1.03e-05	2.84e-06
NWD1-5b_LP-DIR-AF4	NWD1-5b_LP-DIR-AF	NWD1-5b	8	87.7	-35.7	0.004	0	0	0	4	273	This study	hargrave 2018-10-06 12:57:14	LT-AF-Z:LP-DIR-AF	g	2669	u	4	273	pmagpy-4.2.17	9.72e-05	1.11e-05	1.34e-05	2.97e-06
NWD1-5b_LP-DIR-AF5	NWD1-5b_LP-DIR-AF	NWD1-5b	8.7	88.0	-34.9	0.005	0	0	0	5	273	This study	hargrave 2018-10-06 13:00:19	LT-AF-Z:LP-DIR-AF	g	2670	u	4	273	pmagpy-4.2.17	8.79e-05	1.0800000000000003e-05	1.39e-05	2.88e-06
NWD1-5b_LP-DIR-AF6	NWD1-5b_LP-DIR-AF	NWD1-5b	1.8	90.6	-43.7	0.0075	0	0	0	6	273	This study	hargrave 2018-10-06 13:01:40	LT-AF-Z:LP-DIR-AF	g	2671	u	4	273	pmagpy-4.2.17	5.94e-05	6.85e-07	1.45e-06	2.57e-06
NWD1-5b_LP-DIR-AF7	NWD1-5b_LP-DIR-AF	NWD1-5b	1.7	93.8	-44.5	0.01	0	0	0	7	273	This study	hargrave 2018-10-06 13:03:01	LT-AF-Z:LP-DIR-AF	g	2672	u	4	273	pmagpy-4.2.17	2.52e-05	5.070000000000001e-07	3.96e-07	3.99e-07
NWD1-5b_LP-DIR-AF8	NWD1-5b_LP-DIR-AF	NWD1-5b	1.6	101.1	-43.6	0.0125	0	0	0	8	273	This study	hargrave 2018-10-06 13:04:22	LT-AF-Z:LP-DIR-AF	g	2673	u	4	273	pmagpy-4.2.17	1.09e-05	2.23e-07	1.67e-07	1.62e-07
NWD1-5b_LP-DIR-AF9	NWD1-5b_LP-DIR-AF	NWD1-5b	1.6	112.7	-40.3	0.015	0	0	0	9	273	This study	hargrave 2018-10-06 13:05:42	LT-AF-Z:LP-DIR-AF	g	2674	u	4	273	pmagpy-4.2.17	5.13e-06	1.06e-07	7.4e-08	7e-08
NWD1-5b_LP-DIR-AF10	NWD1-5b_LP-DIR-AF	NWD1-5b	1.6	125.5	-35.3	0.0175	0	0	0	10	273	This study	hargrave 2018-10-06 13:07:07	LT-AF-Z:LP-DIR-AF	g	2675	u	4	273	pmagpy-4.2.17	2.89e-06	6.04e-08	4.1e-08	3.92e-08
NWD1-5b_LP-DIR-AF11	NWD1-5b_LP-DIR-AF	NWD1-5b	1.5	137.7	-28	0.02	0	0	0	11	273	This study	hargrave 2018-10-06 13:08:28	LT-AF-Z:LP-DIR-AF	g	2676	u	4	273	pmagpy-4.2.17	1.82e-06	3.63e-08	1.99e-08	2.75e-08
NWD1-5b_LP-DIR-AF12	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	147.3	-16.9	0.0225	0	0	0	12	273	This study	hargrave 2018-10-06 13:09:52	LT-AF-Z:LP-DIR-AF	g	2677	u	4	273	pmagpy-4.2.17	1.26e-06	2.19e-08	8.97e-09	2.38e-08
NWD1-5b_LP-DIR-AF13	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	155.1	-9.9	0.025	0	0	0	13	273	This study	hargrave 2018-10-06 13:11:12	LT-AF-Z:LP-DIR-AF	g	2678	u	4	273	pmagpy-4.2.17	9.65e-07	1.51e-08	4.72e-09	2.1e-08
NWD1-5b_LP-DIR-AF14	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	159.8	-4.8	0.0275	0	0	0	14	273	This study	hargrave 2018-10-06 13:12:33	LT-AF-Z:LP-DIR-AF	g	2679	u	4	273	pmagpy-4.2.17	7.890000000000002e-07	1.13e-08	2.6800000000000003e-09	1.77e-08
NWD1-5b_LP-DIR-AF15	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	163.1	1.5	0.03	0	0	0	15	273	This study	hargrave 2018-10-06 13:13:54	LT-AF-Z:LP-DIR-AF	g	2680	u	4	273	pmagpy-4.2.17	6.529999999999999e-07	8.62e-09	1.6399999999999995e-09	1.62e-08
NWD1-5b_LP-DIR-AF16	NWD1-5b_LP-DIR-AF	NWD1-5b	1.3	165.8	4.5	0.035	0	0	0	16	273	This study	hargrave 2018-10-06 13:15:18	LT-AF-Z:LP-DIR-AF	g	2681	u	4	273	pmagpy-4.2.17	5.070000000000001e-07	6.24e-09	1.3800000000000002e-09	1.22e-08
NWD1-5b_LP-DIR-AF17	NWD1-5b_LP-DIR-AF	NWD1-5b	1.3	170.4	1.2	0.04	0	0	0	17	273	This study	hargrave 2018-10-06 13:16:39	LT-AF-Z:LP-DIR-AF	g	2682	u	4	273	pmagpy-4.2.17	3.88e-07	5.18e-09	1.54e-09	8.86e-09
NWD1-5b_LP-DIR-AF18	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	169.3	-5.6	0.045	0	0	0	18	273	This study	hargrave 2018-10-06 13:18:00	LT-AF-Z:LP-DIR-AF	g	2683	u	4	273	pmagpy-4.2.17	3.01e-07	5.4600000000000006e-09	2e-09	6.870000000000001e-09
NWD1-5b_LP-DIR-AF19	NWD1-5b_LP-DIR-AF	NWD1-5b	1.3	166.7	-7.4	0.05	0	0	0	19	273	This study	hargrave 2018-10-06 13:19:24	LT-AF-Z:LP-DIR-AF	g	2684	u	4	273	pmagpy-4.2.17	2.29e-07	4.1e-09	1.55e-09	4.7100000000000005e-09
NWD1-5b_LP-DIR-AF20	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	173.9	-23.5	0.055	0	0	0	20	273	This study	hargrave 2018-10-06 13:20:45	LT-AF-Z:LP-DIR-AF	g	2685	u	4	273	pmagpy-4.2.17	1.71e-07	4.15e-09	1.82e-09	2.41e-09
NWD1-5b_LP-DIR-AF21	NWD1-5b_LP-DIR-AF	NWD1-5b	1.3	168.1	-20.1	0.06	0	0	0	21	273	This study	hargrave 2018-10-06 13:22:06	LT-AF-Z:LP-DIR-AF	g	2686	u	4	273	pmagpy-4.2.17	1.4e-07	3.81e-09	1.89e-09	1.77e-09
NWD1-5b_LP-DIR-AF22	NWD1-5b_LP-DIR-AF	NWD1-5b	1.8	152.3	-32.8	0.065	0	0	0	22	273	This study	hargrave 2018-10-06 13:23:27	LT-AF-Z:LP-DIR-AF	g	2687	u	4	273	pmagpy-4.2.17	9.98e-08	3.96e-09	1.72e-09	1.09e-09
NWD1-5b_LP-DIR-AF23	NWD1-5b_LP-DIR-AF	NWD1-5b	3.5	102.7	-53.3	0.07	0	0	0	23	273	This study	hargrave 2018-10-06 13:24:47	LT-AF-Z:LP-DIR-AF	g	2688	u	4	273	pmagpy-4.2.17	5.77e-08	3.35e-09	1.6800000000000004e-09	1.26e-09
NWD1-5b_LP-DIR-AF24	NWD1-5b_LP-DIR-AF	NWD1-5b	4.7	80.7	-62.7	0.075	0	0	0	24	273	This study	hargrave 2018-10-06 13:26:08	LT-AF-Z:LP-DIR-AF	g	2689	u	4	273	pmagpy-4.2.17	4.89e-08	3.6e-09	1.7800000000000005e-09	8.09e-10
NWD1-5b_LP-DIR-AF25	NWD1-5b_LP-DIR-AF	NWD1-5b	3.1	34.3	-16.9	0.08	0	0	0	25	273	This study	hargrave 2018-10-06 13:27:28	LT-AF-Z:LP-DIR-AF	g	2690	u	4	273	pmagpy-4.2.17	5.8e-08	2.18e-09	1.5e-09	1.9600000000000003e-09
NWD1-5b_LP-DIR-AF26	NWD1-5b_LP-DIR-AF	NWD1-5b	2.3	20.8	4.8	0.09	0	0	0	26	273	This study	hargrave 2018-10-06 13:28:49	LT-AF-Z:LP-DIR-AF	g	2691	u	4	273	pmagpy-4.2.17	1.05e-07	1.97e-09	1.51e-09	3.95e-09
NWD1-5b_LP-DIR-AF27	NWD1-5b_LP-DIR-AF	NWD1-5b	1.7	19.5	21.8	0.1	0	0	0	27	273	This study	hargrave 2018-10-06 13:30:10	LT-AF-Z:LP-DIR-AF	g	2692	u	4	273	pmagpy-4.2.17	1.58e-07	1.76e-09	5.55e-10	4.64e-09
NWD1-5b_LP-DIR-AF28	NWD1-5b_LP-DIR-AF	NWD1-5b	1.4	5.5	17.2	0.11	0	0	0	28	273	This study	hargrave 2018-10-06 13:31:32	LT-AF-Z:LP-DIR-AF	g	2693	u	4	273	pmagpy-4.2.17	1.72e-07	1.4800000000000005e-09	1.3699999999999998e-09	4.07e-09
NWD1-5b_LP-DIR-AF29	NWD1-5b_LP-DIR-AF	NWD1-5b	1.3	9.1	42	0.12	0	0	0	29	273	This study	hargrave 2018-10-06 13:32:54	LT-AF-Z:LP-DIR-AF	g	2694	u	4	273	pmagpy-4.2.17	2.33e-07	3.79e-09	2.9100000000000005e-09	3.06e-09
NWD1-5b_LP-DIR-AF30	NWD1-5b_LP-DIR-AF	NWD1-5b	1.6	14.8	29.7	0.13	0	0	0	30	273	This study	hargrave 2018-10-06 13:34:18	LT-AF-Z:LP-DIR-AF	g	2695	u	4	273	pmagpy-4.2.17	2.39e-07	4.26e-09	3.49e-09	4.68e-09
NWD1-6b_LP-DIR-AF0	NWD1-6b_LP-DIR-AF	NWD1-6b	3.7	45.6	-28.5	0	0	0	0	0	273	This study	hargrave 2018-10-06 13:35:56	LT-NO:LP-DIR-AF	g	2696	u	4	273	pmagpy-4.2.17	0.00014	6.53e-06	1.21e-05	4.63e-06
NWD1-6b_LP-DIR-AF1	NWD1-6b_LP-DIR-AF	NWD1-6b	1.9	44.7	-27.8	0.001	0	0	0	1	273	This study	hargrave 2018-10-06 13:37:17	LT-AF-Z:LP-DIR-AF	g	2697	u	4	273	pmagpy-4.2.17	0.000143	3.26e-06	5.26e-06	5.07e-06
NWD1-6b_LP-DIR-AF2	NWD1-6b_LP-DIR-AF	NWD1-6b	1.8	44.4	-27.9	0.002	0	0	0	2	273	This study	hargrave 2018-10-06 13:38:37	LT-AF-Z:LP-DIR-AF	g	2698	u	4	273	pmagpy-4.2.17	0.000142	2.81e-06	4.78e-06	5.09e-06
NWD1-6b_LP-DIR-AF3	NWD1-6b_LP-DIR-AF	NWD1-6b	3.8	46.6	-28.4	0.003	0	0	0	3	273	This study	hargrave 2018-10-06 13:40:05	LT-AF-Z:LP-DIR-AF	g	2699	u	4	273	pmagpy-4.2.17	0.000137	9.1e-06	7.64e-06	5.05e-06
NWD1-6b_LP-DIR-AF4	NWD1-6b_LP-DIR-AF	NWD1-6b	2.3	44.6	-28.1	0.004	0	0	0	4	273	This study	hargrave 2018-10-06 13:41:26	LT-AF-Z:LP-DIR-AF	g	2700	u	4	273	pmagpy-4.2.17	0.000129	2.43e-06	3.45e-06	4.94e-06
NWD1-6b_LP-DIR-AF5	NWD1-6b_LP-DIR-AF	NWD1-6b	2.6	45.3	-28	0.005	0	0	0	5	273	This study	hargrave 2018-10-06 13:42:46	LT-AF-Z:LP-DIR-AF	g	2701	u	4	273	pmagpy-4.2.17	0.000119	2.75e-06	4.4e-06	4.75e-06
NWD1-6b_LP-DIR-AF6	NWD1-6b_LP-DIR-AF	NWD1-6b	2.3	46.2	-29.6	0.0075	0	0	0	6	273	This study	hargrave 2018-10-06 13:44:07	LT-AF-Z:LP-DIR-AF	g	2702	u	4	273	pmagpy-4.2.17	8.73e-05	2.86e-06	4.07e-06	4.14e-06
NWD1-6b_LP-DIR-AF7	NWD1-6b_LP-DIR-AF	NWD1-6b	2	47.0	-27.6	0.01	0	0	0	7	273	This study	hargrave 2018-10-06 13:45:28	LT-AF-Z:LP-DIR-AF	g	2703	u	4	273	pmagpy-4.2.17	6.850000000000001e-05	1.89e-06	3.58e-06	1.38e-06
NWD1-6b_LP-DIR-AF8	NWD1-6b_LP-DIR-AF	NWD1-6b	1.5	48.0	-26	0.0125	0	0	0	8	273	This study	hargrave 2018-10-06 13:46:53	LT-AF-Z:LP-DIR-AF	g	2704	u	4	273	pmagpy-4.2.17	3.43e-05	5.31e-07	3.28e-07	6.57e-07
NWD1-6b_LP-DIR-AF9	NWD1-6b_LP-DIR-AF	NWD1-6b	1.5	50.5	-25	0.015	0	0	0	9	273	This study	hargrave 2018-10-06 13:48:14	LT-AF-Z:LP-DIR-AF	g	2705	u	4	273	pmagpy-4.2.17	1.7100000000000002e-05	2.59e-07	1.7899999999999995e-07	3.29e-07
NWD1-6b_LP-DIR-AF10	NWD1-6b_LP-DIR-AF	NWD1-6b	1.5	54.1	-24.5	0.0175	0	0	0	10	273	This study	hargrave 2018-10-06 13:49:38	LT-AF-Z:LP-DIR-AF	g	2706	u	4	273	pmagpy-4.2.17	9.2e-06	1.42e-07	9.3e-08	1.73e-07
NWD1-6b_LP-DIR-AF11	NWD1-6b_LP-DIR-AF	NWD1-6b	1.4	59.5	-23.7	0.02	0	0	0	11	273	This study	hargrave 2018-10-06 13:50:59	LT-AF-Z:LP-DIR-AF	g	2707	u	4	273	pmagpy-4.2.17	5.15e-06	7.13e-08	4.9e-08	9.56e-08
NWD1-6b_LP-DIR-AF12	NWD1-6b_LP-DIR-AF	NWD1-6b	1.4	67.8	-22.4	0.0225	0	0	0	12	273	This study	hargrave 2018-10-06 13:53:10	LT-AF-Z:LP-DIR-AF	g	2708	u	4	273	pmagpy-4.2.17	3.02e-06	4.15e-08	2.69e-08	5.62e-08
NWD1-6b_LP-DIR-AF13	NWD1-6b_LP-DIR-AF	NWD1-6b	1.2	78.3	-18	0.025	0	0	0	13	273	This study	hargrave 2018-10-06 13:54:30	LT-AF-Z:LP-DIR-AF	g	2709	u	4	273	pmagpy-4.2.17	1.78e-06	1.79e-08	1.33e-08	3.2e-08
NWD1-6b_LP-DIR-AF14	NWD1-6b_LP-DIR-AF	NWD1-6b	1.1	92.6	-14.2	0.0275	0	0	0	14	273	This study	hargrave 2018-10-06 13:55:51	LT-AF-Z:LP-DIR-AF	g	2710	u	4	273	pmagpy-4.2.17	1.15e-06	8.83e-09	7.509999999999999e-09	2.04e-08
NWD1-6b_LP-DIR-AF15	NWD1-6b_LP-DIR-AF	NWD1-6b	1.2	110.3	-10.9	0.03	0	0	0	15	273	This study	hargrave 2018-10-06 13:57:16	LT-AF-Z:LP-DIR-AF	g	2711	u	4	273	pmagpy-4.2.17	8.170000000000002e-07	5.27e-09	5.820000000000001e-09	1.54e-08
NWD1-6b_LP-DIR-AF16	NWD1-6b_LP-DIR-AF	NWD1-6b	1.1	137.0	-4.6	0.035	0	0	0	16	273	This study	hargrave 2018-10-06 13:58:36	LT-AF-Z:LP-DIR-AF	g	2712	u	4	273	pmagpy-4.2.17	6.19e-07	3.9e-09	3.27e-09	1.12e-08
NWD1-6b_LP-DIR-AF17	NWD1-6b_LP-DIR-AF	NWD1-6b	1.2	150.7	-8.6	0.04	0	0	0	17	273	This study	hargrave 2018-10-06 13:59:57	LT-AF-Z:LP-DIR-AF	g	2713	u	4	273	pmagpy-4.2.17	5.78e-07	4.870000000000001e-09	2.5e-09	1.14e-08
NWD1-6b_LP-DIR-AF18	NWD1-6b_LP-DIR-AF	NWD1-6b	1.4	160.9	-21.3	0.045	0	0	0	18	273	This study	hargrave 2018-10-06 14:01:19	LT-AF-Z:LP-DIR-AF	g	2714	u	4	273	pmagpy-4.2.17	5.65e-07	7.37e-09	5.03e-09	1.1e-08
NWD1-6b_LP-DIR-AF19	NWD1-6b_LP-DIR-AF	NWD1-6b	1.5	161.4	-32.6	0.05	0	0	0	19	273	This study	hargrave 2018-10-06 14:02:40	LT-AF-Z:LP-DIR-AF	g	2715	u	4	273	pmagpy-4.2.17	6.079999999999999e-07	9.46e-09	6.01e-09	1.19e-08
NWD1-6b_LP-DIR-AF20	NWD1-6b_LP-DIR-AF	NWD1-6b	1.6	163.0	-37.1	0.055	0	0	0	20	273	This study	hargrave 2018-10-06 14:04:01	LT-AF-Z:LP-DIR-AF	g	2716	u	4	273	pmagpy-4.2.17	6.04e-07	1.14e-08	8.040000000000001e-09	1.07e-08
NWD1-6b_LP-DIR-AF21	NWD1-6b_LP-DIR-AF	NWD1-6b	1.7	165.0	-42.1	0.06	0	0	0	21	273	This study	hargrave 2018-10-06 14:05:25	LT-AF-Z:LP-DIR-AF	g	2717	u	4	273	pmagpy-4.2.17	6.32e-07	1.23e-08	1.08e-08	1.08e-08
NWD1-6b_LP-DIR-AF22	NWD1-6b_LP-DIR-AF	NWD1-6b	2	161.5	-46	0.065	0	0	0	22	273	This study	hargrave 2018-10-06 14:06:46	LT-AF-Z:LP-DIR-AF	g	2718	u	4	273	pmagpy-4.2.17	6.37e-07	1.4e-08	1.13e-08	1.4e-08
NWD1-6b_LP-DIR-AF23	NWD1-6b_LP-DIR-AF	NWD1-6b	1.9	162.4	-50.9	0.07	0	0	0	23	273	This study	hargrave 2018-10-06 14:08:11	LT-AF-Z:LP-DIR-AF	g	2719	u	4	273	pmagpy-4.2.17	5.83e-07	1.41e-08	1.09e-08	9.13e-09
NWD1-6b_LP-DIR-AF24	NWD1-6b_LP-DIR-AF	NWD1-6b	1.9	164.6	-52.1	0.075	0	0	0	24	273	This study	hargrave 2018-10-06 14:09:31	LT-AF-Z:LP-DIR-AF	g	2720	u	4	273	pmagpy-4.2.17	5.92e-07	1.37e-08	1.07e-08	9.29e-09
NWD1-6b_LP-DIR-AF25	NWD1-6b_LP-DIR-AF	NWD1-6b	1.9	167.6	-55.2	0.08	0	0	0	25	273	This study	hargrave 2018-10-06 14:10:52	LT-AF-Z:LP-DIR-AF	g	2721	u	4	273	pmagpy-4.2.17	6.09e-07	1.48e-08	1.17e-08	7.91e-09
NWD1-6b_LP-DIR-AF26	NWD1-6b_LP-DIR-AF	NWD1-6b	1.9	155.7	-55.8	0.09	0	0	0	26	273	This study	hargrave 2018-10-06 14:12:17	LT-AF-Z:LP-DIR-AF	g	2722	u	4	273	pmagpy-4.2.17	5.629999999999999e-07	1.36e-08	1.09e-08	7.82e-09
NWD1-6b_LP-DIR-AF27	NWD1-6b_LP-DIR-AF	NWD1-6b	2	154.7	-58.8	0.1	0	0	0	27	273	This study	hargrave 2018-10-06 14:13:42	LT-AF-Z:LP-DIR-AF	g	2723	u	4	273	pmagpy-4.2.17	5.13e-07	1.28e-08	1.08e-08	7.3e-09
NWD1-6b_LP-DIR-AF28	NWD1-6b_LP-DIR-AF	NWD1-6b	2	156.2	-57.1	0.11	0	0	0	28	273	This study	hargrave 2018-10-06 14:15:04	LT-AF-Z:LP-DIR-AF	g	2724	u	4	273	pmagpy-4.2.17	4.75e-07	1.2e-08	9.32e-09	6.29e-09
NWD1-6b_LP-DIR-AF29	NWD1-6b_LP-DIR-AF	NWD1-6b	1.9	155.0	-55.8	0.12	0	0	0	29	273	This study	hargrave 2018-10-06 14:16:26	LT-AF-Z:LP-DIR-AF	g	2725	u	4	273	pmagpy-4.2.17	4.85e-07	1.22e-08	9.11e-09	6.74e-09
NWD1-6b_LP-DIR-AF30	NWD1-6b_LP-DIR-AF	NWD1-6b	2.1	154.8	-58	0.13	0	0	0	30	273	This study	hargrave 2018-10-06 14:17:54	LT-AF-Z:LP-DIR-AF	g	2726	u	4	273	pmagpy-4.2.17	4.35e-07	1.18e-08	8.99e-09	5.34e-09
NWD1-7b_LP-DIR-AF0	NWD1-7b_LP-DIR-AF	NWD1-7b	1.6	51.8	-28.9	0	0	0	0	0	273	This study	hargrave 2018-10-06 14:19:26	LT-NO:LP-DIR-AF	g	2727	u	4	273	pmagpy-4.2.17	0.000113	1.04e-06	2.42e-06	3.49e-06
NWD1-7b_LP-DIR-AF1	NWD1-7b_LP-DIR-AF	NWD1-7b	1.9	51.7	-29	0.001	0	0	0	1	273	This study	hargrave 2018-10-06 14:20:47	LT-AF-Z:LP-DIR-AF	g	2728	u	4	273	pmagpy-4.2.17	0.000113	1.57e-06	2.4e-06	3.91e-06
NWD1-7b_LP-DIR-AF2	NWD1-7b_LP-DIR-AF	NWD1-7b	1.8	51.8	-29.2	0.002	0	0	0	2	273	This study	hargrave 2018-10-06 14:22:12	LT-AF-Z:LP-DIR-AF	g	2729	u	4	273	pmagpy-4.2.17	0.000112	1.69e-06	2.2e-06	3.9e-06
NWD1-7b_LP-DIR-AF3	NWD1-7b_LP-DIR-AF	NWD1-7b	2	52.3	-29.5	0.003	0	0	0	3	273	This study	hargrave 2018-10-06 14:23:33	LT-AF-Z:LP-DIR-AF	g	2730	u	4	273	pmagpy-4.2.17	0.000108	2.76e-06	2.25e-06	3.88e-06
NWD1-7b_LP-DIR-AF4	NWD1-7b_LP-DIR-AF	NWD1-7b	2.6	53.6	-29.7	0.004	0	0	0	4	273	This study	hargrave 2018-10-06 14:24:57	LT-AF-Z:LP-DIR-AF	g	2731	u	4	273	pmagpy-4.2.17	0.0001	4.59e-06	2.2e-06	4.08e-06
NWD1-7b_LP-DIR-AF5	NWD1-7b_LP-DIR-AF	NWD1-7b	2.9	54.6	-29.8	0.005	0	0	0	5	273	This study	hargrave 2018-10-06 14:26:19	LT-AF-Z:LP-DIR-AF	g	2732	u	4	273	pmagpy-4.2.17	9.31e-05	5.33e-06	3.89e-06	3.98e-06
NWD1-7b_LP-DIR-AF6	NWD1-7b_LP-DIR-AF	NWD1-7b	3.4	53.5	-29.5	0.0075	0	0	0	6	273	This study	hargrave 2018-10-06 14:27:39	LT-AF-Z:LP-DIR-AF	g	2733	u	4	273	pmagpy-4.2.17	7.950000000000001e-05	5.46e-06	7.1e-06	3.4e-06
NWD1-7b_LP-DIR-AF7	NWD1-7b_LP-DIR-AF	NWD1-7b	1.4	53.5	-27.7	0.01	0	0	0	7	273	This study	hargrave 2018-10-06 14:29:00	LT-AF-Z:LP-DIR-AF	g	2734	u	4	273	pmagpy-4.2.17	4.4e-05	6.36e-07	5.32e-07	7.2e-07
NWD1-7b_LP-DIR-AF8	NWD1-7b_LP-DIR-AF	NWD1-7b	1.4	55.8	-27.1	0.0125	0	0	0	8	273	This study	hargrave 2018-10-06 14:30:21	LT-AF-Z:LP-DIR-AF	g	2735	u	4	273	pmagpy-4.2.17	2.05e-05	2.87e-07	2.42e-07	3.29e-07
NWD1-7b_LP-DIR-AF9	NWD1-7b_LP-DIR-AF	NWD1-7b	1.3	60.5	-25	0.015	0	0	0	9	273	This study	hargrave 2018-10-06 14:32:33	LT-AF-Z:LP-DIR-AF	g	2736	u	4	273	pmagpy-4.2.17	9.87e-06	1.4e-07	1.1e-07	1.55e-07
NWD1-7b_LP-DIR-AF10	NWD1-7b_LP-DIR-AF	NWD1-7b	1.2	67.3	-23.1	0.0175	0	0	0	10	273	This study	hargrave 2018-10-06 14:33:55	LT-AF-Z:LP-DIR-AF	g	2737	u	4	273	pmagpy-4.2.17	5.25e-06	5.68e-08	5.41e-08	8.119999999999999e-08
NWD1-7b_LP-DIR-AF11	NWD1-7b_LP-DIR-AF	NWD1-7b	1.1	78.0	-20.3	0.02	0	0	0	11	273	This study	hargrave 2018-10-06 14:35:16	LT-AF-Z:LP-DIR-AF	g	2738	u	4	273	pmagpy-4.2.17	2.8999999999999998e-06	2.92e-08	2.75e-08	4.29e-08
NWD1-7b_LP-DIR-AF12	NWD1-7b_LP-DIR-AF	NWD1-7b	1	92.8	-16.4	0.0225	0	0	0	12	273	This study	hargrave 2018-10-06 14:36:37	LT-AF-Z:LP-DIR-AF	g	2739	u	4	273	pmagpy-4.2.17	1.74e-06	1.2e-08	1.39e-08	2.55e-08
NWD1-7b_LP-DIR-AF13	NWD1-7b_LP-DIR-AF	NWD1-7b	0.9	110.2	-9.9	0.025	0	0	0	13	273	This study	hargrave 2018-10-06 14:37:58	LT-AF-Z:LP-DIR-AF	g	2740	u	4	273	pmagpy-4.2.17	1.19e-06	5.53e-09	7.65e-09	1.81e-08
NWD1-7b_LP-DIR-AF14	NWD1-7b_LP-DIR-AF	NWD1-7b	1	126.8	-3.9	0.0275	0	0	0	14	273	This study	hargrave 2018-10-06 14:39:24	LT-AF-Z:LP-DIR-AF	g	2741	u	4	273	pmagpy-4.2.17	9.22e-07	5.17e-09	5.390000000000001e-09	1.52e-08
NWD1-7b_LP-DIR-AF15	NWD1-7b_LP-DIR-AF	NWD1-7b	1.1	138.0	-0.5	0.03	0	0	0	15	273	This study	hargrave 2018-10-06 14:40:45	LT-AF-Z:LP-DIR-AF	g	2742	u	4	273	pmagpy-4.2.17	7.86e-07	4.54e-09	4.3e-09	1.35e-08
NWD1-7b_LP-DIR-AF16	NWD1-7b_LP-DIR-AF	NWD1-7b	1.1	153.3	-3.4	0.035	0	0	0	16	273	This study	hargrave 2018-10-06 14:42:06	LT-AF-Z:LP-DIR-AF	g	2743	u	4	273	pmagpy-4.2.17	7.079999999999998e-07	5.33e-09	4.24e-09	1.27e-08
