tab	specimens																							
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NED17-7b	NED17-7b_LP-DIR-AF	NED17-7		llc	1.3	79.3	4	4	0	17.4	5.4	0.003	0	T	hargrave 2018-10-06 23:53:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-7b		NED17-7																This study	LP-NOMAG				ECMB	NED17
NED17-8a	NED17-8a_LP-DIR-T	NED17-8		mt	169.2	27.7	2	6	-1	1.1	2	823	788	K	hargrave 2019-01-18 14:00:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-8a	NED17-8a_LP-DIR-T	NED17-8		lt	98.2	46.6	2	4	-1	44.5	7.1	673	523	K	hargrave 2019-01-18 14:00:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-8a	NED17-8a_LP-DIR-T	NED17-8		mt	12.6	66.3	2	6	0	1.1	2	823	788	K	hargrave 2019-01-18 14:00:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-8a	NED17-8a_LP-DIR-T	NED17-8		lt	277	38.3	2	4	0	44.5	7.1	673	523	K	hargrave 2019-01-18 14:00:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-8a		NED17-8																This study	LP-NOMAG				ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		lc	115.2	43.4	4	3	-1	30.1	2.6	0.015	0.01	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		mc	163.4	29.8	4	4	-1	5.5	1.6	0.045	0.03	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		hc	127.5	30	4	7	-1	30.3	27.7	0.13	0.075	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		llc	166.1	42.8	4	3	-1	13.5	3.4	0.004	0.002	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		hc	313.7	46.2	4	7	0	30.3	27.7	0.13	0.075	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		llc	338.5	78.1	4	3	0	13.5	3.4	0.004	0.002	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		mc	358.8	66.2	4	4	0	5.5	1.6	0.045	0.03	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-8b	NED17-8b_LP-DIR-AF	NED17-8		lc	289.6	46.5	4	3	0	30.1	2.6	0.015	0.01	T	hargrave 2018-10-07 00:36:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-8b		NED17-8																This study	LP-NOMAG				ECMB	NED17
NED17-9a	NED17-9a_LP-DIR-T	NED17-9		mt	194.4	17.3	2	9	-1	0.4	1.2	833	773	K	hargrave 2019-01-18 14:02:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-9a	NED17-9a_LP-DIR-T	NED17-9		lt	131.6	6.7	2	7	-1	58.1	9.3	748	523	K	hargrave 2019-01-18 14:02:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-9a	NED17-9a_LP-DIR-T	NED17-9		mt	143.2	71.2	2	9	0	0.4	1.2	833	773	K	hargrave 2019-01-18 14:02:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-9a	NED17-9a_LP-DIR-T	NED17-9		lt	276.3	41.8	2	7	0	58.1	9.3	748	523	K	hargrave 2019-01-18 14:02:30	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-9a		NED17-9																This study	LP-NOMAG				ECMB	NED17
NED17-9b	NED17-9b_LP-DIR-AF	NED17-9		mc	188.4	15.1	2	4	-1	3.6	0.4	0.05	0.035	T	hargrave 2018-10-07 01:22:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-9b	NED17-9b_LP-DIR-AF	NED17-9		lc	152.7	10.2	2	4	-1	29.1	2.4	0.015	0.0075	T	hargrave 2018-10-07 01:22:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED17
NED17-9b	NED17-9b_LP-DIR-AF	NED17-9		lc	268.5	62.5	2	4	0	29.1	2.4	0.015	0.0075	T	hargrave 2018-10-07 01:22:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-9b	NED17-9b_LP-DIR-AF	NED17-9		mc	152.4	77	2	4	0	3.6	0.4	0.05	0.035	T	hargrave 2018-10-07 01:22:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED17
NED17-9b		NED17-9																This study	LP-NOMAG				ECMB	NED17
NED18-1b	NED18-1b_LP-DIR-AF	NED18-1		lc	250.5	80.5	2	6	-1	13.4	1	0.005	0	T	hargrave 2018-10-07 03:33:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-1b	NED18-1b_LP-DIR-AF	NED18-1		mc	164.6	71.5	2	6	-1	9.7	0.8	0.035	0.02	T	hargrave 2018-10-07 03:33:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-1b	NED18-1b_LP-DIR-AF	NED18-1		mc	96.1	83.1	2	6	0	9.7	0.8	0.035	0.02	T	hargrave 2018-10-07 03:33:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-1b	NED18-1b_LP-DIR-AF	NED18-1		lc	278	76.7	2	6	0	13.4	1	0.005	0	T	hargrave 2018-10-07 03:33:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-1b		NED18-1																This study	LP-NOMAG				ECMB	NED18
NED18-2b	NED18-2b_LP-DIR-AF	NED18-2		lc	279.7	61	2	6	-1	25.7	2.5	0.005	0	T	hargrave 2018-10-07 04:16:16	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-2b	NED18-2b_LP-DIR-AF	NED18-2		mc	169	67.9	2	8	-1	0.8	1	0.04	0.0175	T	hargrave 2018-10-07 04:16:16	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-2b	NED18-2b_LP-DIR-AF	NED18-2		lc	253.9	56.5	2	6	0	25.7	2.5	0.005	0	T	hargrave 2018-10-07 04:16:16	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-2b	NED18-2b_LP-DIR-AF	NED18-2		mc	108.5	80.3	2	8	0	0.8	1	0.04	0.0175	T	hargrave 2018-10-07 04:16:16	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-2b		NED18-2																This study	LP-NOMAG				ECMB	NED18
NED18-3b	NED18-3b_LP-DIR-AF	NED18-3		mc	197.9	51.5	2	7	-1	17.2	10.2	0.1	0.06	T	hargrave 2018-10-07 04:58:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-3b	NED18-3b_LP-DIR-AF	NED18-3		lc	293	63.7	2	4	-1	6.2	1.7	0.015	0.0075	T	hargrave 2018-10-07 04:58:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-3b	NED18-3b_LP-DIR-AF	NED18-3		mc	168.8	75.7	2	7	0	17.2	10.2	0.1	0.06	T	hargrave 2018-10-07 04:58:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-3b	NED18-3b_LP-DIR-AF	NED18-3		lc	262.5	45.3	2	4	0	6.2	1.7	0.015	0.0075	T	hargrave 2018-10-07 04:58:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-3b		NED18-3																This study	LP-NOMAG				ECMB	NED18
NED18-4b	NED18-4b_LP-DIR-AF	NED18-4		lc	320.4	81.2	2	4	-1	9.2	0.6	0.0125	0.005	T	hargrave 2018-10-07 05:40:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-4b	NED18-4b_LP-DIR-AF	NED18-4		mc	196.2	51.1	2	7	-1	5.9	1	0.06	0.03	T	hargrave 2018-10-07 05:40:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-4b	NED18-4b_LP-DIR-AF	NED18-4		mc	153.4	76.6	2	7	0	5.9	1	0.06	0.03	T	hargrave 2018-10-07 05:40:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-4b	NED18-4b_LP-DIR-AF	NED18-4		lc	274.4	53.8	2	4	0	9.2	0.6	0.0125	0.005	T	hargrave 2018-10-07 05:40:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-4b		NED18-4																This study	LP-NOMAG				ECMB	NED18
NED18-5b	NED18-5b_LP-DIR-AF	NED18-5		lc	340.1	85.5	2	3	-1	8.5	0.5	0.015	0.01	T	hargrave 2018-10-07 06:23:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-5b	NED18-5b_LP-DIR-AF	NED18-5		mc	180.9	54.8	2	6	-1	1	1.5	0.06	0.035	T	hargrave 2018-10-07 06:23:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-5b	NED18-5b_LP-DIR-AF	NED18-5		mc	122.1	87.7	2	6	0	1	1.5	0.06	0.035	T	hargrave 2018-10-07 06:23:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-5b	NED18-5b_LP-DIR-AF	NED18-5		lc	286.3	52.7	2	3	0	8.5	0.5	0.015	0.01	T	hargrave 2018-10-07 06:23:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-5b		NED18-5																This study	LP-NOMAG				ECMB	NED18
NED18-6b	NED18-6b_LP-DIR-AF	NED18-6		mc	180.1	52.4	2	9	-1	2.7	1.4	0.08	0.04	T	hargrave 2018-10-07 07:08:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-6b	NED18-6b_LP-DIR-AF	NED18-6		lc	277.5	76.4	2	4	-1	10.6	3.3	0.0125	0.005	T	hargrave 2018-10-07 07:08:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-6b	NED18-6b_LP-DIR-AF	NED18-6		mc	115.4	80.4	2	9	0	2.7	1.4	0.08	0.04	T	hargrave 2018-10-07 07:08:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-6b	NED18-6b_LP-DIR-AF	NED18-6		lc	269.1	57.5	2	4	0	10.6	3.3	0.0125	0.005	T	hargrave 2018-10-07 07:08:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-6b		NED18-6																This study	LP-NOMAG				ECMB	NED18
NED18-7b	NED18-7b_LP-DIR-AF	NED18-7		lc	233.2	3.8	2	5	-1	55.2	3.1	0.0075	0.002	T	hargrave 2018-10-07 07:54:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-7b	NED18-7b_LP-DIR-AF	NED18-7		mc	146.9	48.4	2	16	-1	2	2	0.08	0.0175	T	hargrave 2018-10-07 07:54:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED18
NED18-7b	NED18-7b_LP-DIR-AF	NED18-7		lc	152.7	28	2	5	0	55.2	3.1	0.0075	0.002	T	hargrave 2018-10-07 07:54:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-7b	NED18-7b_LP-DIR-AF	NED18-7		mc	337.4	67.2	2	16	0	2	2	0.08	0.0175	T	hargrave 2018-10-07 07:54:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED18
NED18-7b		NED18-7																This study	LP-NOMAG				ECMB	NED18
NED18-8b	NED18-8b_LP-DIR-AF	NED18-8		mc	168.8	58.8	2	17	-1	0.5	0.5	0.08	0.015	T	hargrave 2018-10-07 08:38:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED18
NED18-8b	NED18-8b_LP-DIR-AF	NED18-8		lc	175.5	9.2	2	5	-1	40	0.7	0.01	0.003	T	hargrave 2018-10-07 08:38:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED18
NED18-8b	NED18-8b_LP-DIR-AF	NED18-8		mc	352.9	67	2	17	0	0.5	0.5	0.08	0.015	T	hargrave 2018-10-07 08:38:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED18
NED18-8b	NED18-8b_LP-DIR-AF	NED18-8		lc	148.5	61.9	2	5	0	40	0.7	0.01	0.003	T	hargrave 2018-10-07 08:38:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED18
NED18-8b		NED18-8																This study	LP-NOMAG				ECMB	NED18
NED19-1b	NED19-1b_LP-DIR-AF	NED19-1		mc	325.6	-26	1	6	-1	1.1	1.1	0.035	0.02	T	hargrave 2018-10-07 09:32:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-1b	NED19-1b_LP-DIR-AF	NED19-1		mc	58.5	-46	1	6	0	1.1	1.1	0.035	0.02	T	hargrave 2018-10-07 09:32:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-1b		NED19-1																This study	LP-NOMAG				ECMB	NED19
NED19-2b	NED19-2b_LP-DIR-AF	NED19-2		mc	330.1	-11.4	2	11	-1	1.1	0.6	0.06	0.02	T	hargrave 2018-10-07 10:20:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-2b	NED19-2b_LP-DIR-AF	NED19-2		llc	351.3	-18.9	2	6	-1	20.8	5.7	0.005	0	T	hargrave 2018-10-07 10:20:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-2b	NED19-2b_LP-DIR-AF	NED19-2		llc	85.8	-47.4	2	6	0	20.8	5.7	0.005	0	T	hargrave 2018-10-07 10:20:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-2b	NED19-2b_LP-DIR-AF	NED19-2		mc	61	-35.8	2	11	0	1.1	0.6	0.06	0.02	T	hargrave 2018-10-07 10:20:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-2b		NED19-2																This study	LP-NOMAG				ECMB	NED19
NED19-3b	NED19-3b_LP-DIR-AF	NED19-3		mc	129.2	-63	2	6	-1	2.5	0.8	0.035	0.02	T	hargrave 2018-10-07 11:04:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-3b	NED19-3b_LP-DIR-AF	NED19-3		llc	138.9	-24.8	2	6	-1	30.7	11.8	0.005	0	T	hargrave 2018-10-07 11:04:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-3b	NED19-3b_LP-DIR-AF	NED19-3		llc	55.7	-7.6	2	6	0	30.7	11.8	0.005	0	T	hargrave 2018-10-07 11:04:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-3b	NED19-3b_LP-DIR-AF	NED19-3		mc	62.3	-46	2	6	0	2.5	0.8	0.035	0.02	T	hargrave 2018-10-07 11:04:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-3b		NED19-3																This study	LP-NOMAG				ECMB	NED19
NED19-4b	NED19-4b_LP-DIR-AF	NED19-4		mc	162.9	-63.5	2	8	-1	0.5	1.4	0.045	0.02	T	hargrave 2018-10-12 20:29:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-4b	NED19-4b_LP-DIR-AF	NED19-4		llc	201.2	-30.6	2	3	-1	29	8.2	0.002	0	T	hargrave 2018-10-12 20:29:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-4b	NED19-4b_LP-DIR-AF	NED19-4		mc	72.7	-42	2	8	0	0.5	1.4	0.045	0.02	T	hargrave 2018-10-12 20:29:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-4b	NED19-4b_LP-DIR-AF	NED19-4		llc	101.3	-9.8	2	3	0	29	8.2	0.002	0	T	hargrave 2018-10-12 20:29:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-4b		NED19-4																This study	LP-NOMAG				ECMB	NED19
NED19-5b	NED19-5b_LP-DIR-AF	NED19-5		mc	239.4	-75.1	2	17	-1	0.4	0.6	0.1	0.02	T	hargrave 2018-10-12 21:14:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-5b	NED19-5b_LP-DIR-AF	NED19-5		llc	198.2	-7.9	2	5	-1	52.8	6.9	0.005	0.001	T	hargrave 2018-10-12 21:14:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-5b	NED19-5b_LP-DIR-AF	NED19-5		llc	63.9	11.1	2	5	0	52.8	6.9	0.005	0.001	T	hargrave 2018-10-12 21:14:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-5b	NED19-5b_LP-DIR-AF	NED19-5		mc	71.5	-59.7	2	17	0	0.4	0.6	0.1	0.02	T	hargrave 2018-10-12 21:14:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-5b		NED19-5																This study	LP-NOMAG				ECMB	NED19
NED19-6b	NED19-6b_LP-DIR-AF	NED19-6		mc	358	-50.2	2	16	-1	3.3	1.1	0.13	0.03	T	hargrave 2018-10-12 22:09:33	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-6b	NED19-6b_LP-DIR-AF	NED19-6		lc	274.3	34.4	2	4	-1	41.3	2	0.004	0.001	T	hargrave 2018-10-12 22:09:33	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-6b	NED19-6b_LP-DIR-AF	NED19-6		mc	242.6	-73.1	2	16	0	3.3	1.1	0.13	0.03	T	hargrave 2018-10-12 22:09:33	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-6b	NED19-6b_LP-DIR-AF	NED19-6		lc	175.7	29.7	2	4	0	41.3	2	0.004	0.001	T	hargrave 2018-10-12 22:09:33	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-6b		NED19-6																This study	LP-NOMAG				ECMB	NED19
NED19-7a	NED19-7a_LP-DIR-T	NED19-7		lt	337.9	-44.1	1	9	-1	10	1.5	748	423	K	hargrave 2019-01-19 21:13:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-7a	NED19-7a_LP-DIR-T	NED19-7		lt	143.4	-74.2	1	9	0	10	1.5	748	423	K	hargrave 2019-01-19 21:13:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-7a		NED19-7																This study	LP-NOMAG				ECMB	NED19
NED19-7b	NED19-7b_LP-DIR-AF	NED19-7		mc	204.3	41.6	3	10	-1	14.9	3.9	0.05	0.0175	T	hargrave 2018-10-12 22:52:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED19
NED19-7b	NED19-7b_LP-DIR-AF	NED19-7		llc	347.8	-25.1	3	4	-1	34.6	6.9	0.003	0	T	hargrave 2018-10-12 22:52:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-7b	NED19-7b_LP-DIR-AF	NED19-7		lc	347.1	-63.6	3	4	-1	13.4	1.2	0.0125	0.005	T	hargrave 2018-10-12 22:52:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-7b	NED19-7b_LP-DIR-AF	NED19-7		lc	77.5	-69.1	3	4	0	13.4	1.2	0.0125	0.005	T	hargrave 2018-10-12 22:52:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-7b	NED19-7b_LP-DIR-AF	NED19-7		mc	152.1	72.1	3	10	0	14.9	3.9	0.05	0.0175	T	hargrave 2018-10-12 22:52:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED19
NED19-7b	NED19-7b_LP-DIR-AF	NED19-7		llc	209.6	-68.6	3	4	0	34.6	6.9	0.003	0	T	hargrave 2018-10-12 22:52:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-7b		NED19-7																This study	LP-NOMAG				ECMB	NED19
NED19-8a	NED19-8a_LP-DIR-T	NED19-8		lt	303.9	-22.7	2	3	-1	86.2	12.6	423	273	K	hargrave 2019-01-19 21:15:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-8a	NED19-8a_LP-DIR-T	NED19-8		mt	230.1	57	2	4	-1	4.1	1.6	853	838	K	hargrave 2019-01-19 21:15:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-8a	NED19-8a_LP-DIR-T	NED19-8		mt	198.7	55.8	2	4	0	4.1	1.6	853	838	K	hargrave 2019-01-19 21:15:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-8a	NED19-8a_LP-DIR-T	NED19-8		lt	161.9	-39.7	2	3	0	86.2	12.6	423	273	K	hargrave 2019-01-19 21:15:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
NED19-8a		NED19-8																This study	LP-NOMAG				ECMB	NED19
NED19-8b	NED19-8b_LP-DIR-AF	NED19-8		lc	296.9	-23.8	3	3	-1	86.1	2.2	0.002	0	T	hargrave 2018-10-12 23:35:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-8b	NED19-8b_LP-DIR-AF	NED19-8		mc	203.2	43.5	3	6	-1	9.6	2	0.03	0.0175	T	hargrave 2018-10-12 23:35:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED19
NED19-8b	NED19-8b_LP-DIR-AF	NED19-8		hc	164.5	68.2	3	5	-1	13.1	9.7	0.11	0.075	T	hargrave 2018-10-12 23:35:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED19
NED19-8b	NED19-8b_LP-DIR-AF	NED19-8		mc	166.5	73.2	3	6	0	9.6	2	0.03	0.0175	T	hargrave 2018-10-12 23:35:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED19
NED19-8b	NED19-8b_LP-DIR-AF	NED19-8		lc	155.9	-35.3	3	3	0	86.1	2.2	0.002	0	T	hargrave 2018-10-12 23:35:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED19
